CustomerID,FirstName,LastName,Email,Address,City,PostalCode,RegistrationDate,LastLoginDate,CustomerSegment,DateOfBirth,Phone
C08893,Jonathan,Dixon,jonathan.dixon@yahoo.com,937 Hayes Neck Apt. 726,Port Harcourt,168177,10/1/2024,,Platinum,1/1/1900,9021657791
C08894,Jared,Lowe,jaredlowe@yahoo.com,"33746 John Glen Suite 783, Rivers",Port Harcourt,661452,4/12/2025,4/13/2025 3:52,VIP,3/6/1961,9138057169
C08895,Becky,Cooper,becky.cooper@yahoo.com,"80544 Smith Stream Apt. 716, Kano",Kano,494612,7/6/2024,,Standard,12/29/1954,8142301459
C08896,Cassie,Jones,cassiejones@hotmail.com,5384 Sharon Walk Apt. 390,Lagos,944444,10/1/2024,,standard,,8169651727
C08897,Mike,Woods,mikewoods@outlook.com,045 Anthony Inlet Suite 836,Port Harcourt,578824,2/24/2025,3/14/2025 13:14,Standard,8/15/1936,8211653462
C08898,Benjamin,Stout,benjamin.stout@yahoo.com,22702 Mckee Rapids,Port Harcourt,754889,5/14/2024,5/23/2024 7:34,,5/17/1977,8177441072
C08899,Brenda,Mueller,brendamueller@yahoo.com,001 Barry Coves Suite 640,Jos,608021,10/13/2024,1/8/2025 10:52,VIP,1/1/1900,(700)238-9966
C08900,Bridget,Garcia,bridget.garcia@yahoo.com,"63124 Ray Greens Apt. 588, Rivers",Port Harcourt,576171,2/24/2025,3/8/2025 3:46,Bronze,1/1/1900,8160152702
C08901,Richard,York,york.r@yahoo.com,"9140 Amanda Road Suite 753, Rivers",Port Harcourt,,9/15/2024,11/9/2024 18:21,standard,3/13/1939,7122560296
C08902,Susan,Casey,susan.casey@outlook.com,958 Anderson Oval,Abuja,691806,11/30/2024,3/6/2025 7:38,,12/27/2003,7029687623
C08903,James,Khan,jkhan32@gmail.com,23964 Robertson Drive,Abuja,138719,2/8/2025,,Bronze,1/1/1900,9107534064
C08904,Michael,Levy,michael.levy@mail.com,"57363 Susan Knoll, Lagos",Lagos,684190,10/17/2023,12/18/2023 11:25,Bronze,5/7/1986,7198732909
C08905,Linda,Porter,porter.l@outlook.com,"605 Elizabeth Field, Rivers",Port Harcourt,479576,7/18/2024,1/17/2025 0:21,VIP,1/1/1900,9189317159
C08906,Jamie,Manning,manning.j@yahoo.com,833 Pamela Roads,Port Harcourt,365659,6/20/2024,3/8/2025 1:36,VIP,12/16/1943,8019375393
C08907,Cynthia,Duncan,cynthiaduncan@mail.ng,8033 Bell Extension Apt. 279,Port Harcourt,421904,1/8/2025,2/13/2025 13:07,SILVER,2/11/1944,9190451397
C08908,Lisa,Kelly,lkelly@mail.com,"1978 Michelle Mills Suite 683, Lagos",Lagos,177869,8/31/2023,12/7/2023 11:07,VIP,7/12/1949,8230543063
C08909,Michael,Davis,michael.davis381@yahoo.com,8130 Whitney Village,Abuja,510331,3/12/2024,12/22/2024 9:06,VIP,11/26/1989,9074576660
C08910,Tracy,Hines,hines.t@techie.com,204 Allen Plains,Port Harcourt,592033,2/26/2025,4/24/2025 15:28,standard,6/12/1955,9186911006
C08911,Maria,Davis,maria.davis@gmail.com,"77248 Baker Course, FCT",Abuja,554496,7/3/2024,5/2/2025 23:40,Standard,9/1/1976,9022142710
C08912,Megan,Porter,porter.m@yahoo.com,2971 Richardson Loop Apt. 147,Port Harcourt,117037,3/9/2024,3/3/2025 7:16,Silver,3/21/1960,7135499748
C08913,Kevin,Santiago,kevin_santiago@aol.com,51627 Isaac Underpass,Kano,624678,4/22/2025,,Gold,2/6/1980,9109446350
C08914,Andrew,Miller,andrew_miller@hotmail.com,"298 Joshua Ranch Apt. 105, Lagos",Lagos,394657,11/26/2024,2/4/2025 13:06,Standard,12/22/1990,8124164203
C08915,April,Ortiz,aprilortiz@gmail.com,46287 Victoria Island,Port Harcourt,355170,9/24/2024,,Silver,3/26/1958,9092815285
C08916,William,Wong,william_wong@outlook.com,3785 Justin Camp Suite 767,Port Harcourt,620647,3/14/2025,4/10/2025 8:30,,,7009036922
C08917,Justin,Larson,justin.larson@beta.ng,"0571 Theresa Stream Suite 423, FCT",Abuja,741497,4/27/2025,5/16/2025 1:57,standard,1/1/1900,9149255967
C08918,Jeffrey,Shannon,jshannon@consultant.com,84192 Derrick Creek,Lagos,228656,7/12/2024,9/19/2024 11:45,standard,9/16/1997,7157567978
C08919,Jessica,Moore,jessica.moore@beta.ng,81139 Herrera Land Apt. 297,Abuja,405536,1/13/2024,1/29/2024 22:31,,12/20/2003,7197003717
C08920,Jamie,Lamb,jamie_lamb@yahoo.com,42584 Daniel Mills,Lagos,191921,9/16/2024,5/20/2025 2:25,Standard,10/8/1997,9095920080
C08921,Tiffany,Jones,tiffanyjones@mail.com,004 Michael Branch Suite 104,Port Harcourt,412693,8/13/2024,4/1/2025 5:29,VIP,1/1/1900,7194741059
C08922,Kyle,Frederick,kyle.frederick@mail.com,"37420 CASEY CORNERS SUITE 678, RIVERS",Port Harcourt,494529,7/1/2024,,standard,2/5/1967,8185014941
C08923,Jennifer,Lewis,jennifer_lewis@mail.com,54103 Cassandra Dale Suite 758,Lagos,908731,12/22/2023,6/28/2024 16:02,Standard,7/5/1962,9150807004
C08924,Amber,Gordon,amber.gordon@mail.ng,88726 Jessica Circle,Port Harcourt,422080,7/29/2024,10/27/2024 3:55,VIP,8/9/1981,8139719411
C08925,Michele,Matthews,michele.matthews@gmail.com,6565 Matthew Mission,Owerri,142360,11/11/2024,3/31/2025 22:28,Standard,11/26/1960,7152151166
C08926,Elizabeth,Olsen,elizabetholsen@gmail.com,"83071 April Spring, Rivers",Port Harcourt,923710,10/30/2023,1/25/2024 23:05,Bronze,1/1/1900,8118031677
C08927,Joseph,Larson,larson.j@iwantthis.com.ng,3685 Christopher Motorway,Port Harcourt,738023,1/8/2025,2/20/2025 12:38,Platinum,10/17/1934,8179368807
C08928,George,Larson,george.larson@yahoo.com, 604 Baker Causeway,Lagos,411647,7/5/2024,10/18/2024 0:08,PLATINUM,6/4/1986,8133665890
C08929,Christopher,Carlson,carlson.c@mail.com,35228 Mercedes Inlet Apt. 688,Port Harcourt,724109,10/6/2023,1/22/2025 20:53,Bronze,10/31/1960,8253597794
C08930,James,Smith,james_smith@aol.com,46048 Christopher Lake,Port Harcourt,939964,11/30/2023,2/2/2025 8:15,Gold,6/11/1971,8070768477
C08931,Jason,Blevins,jasonblevins@workmail.com,"14810 White Land, Rivers",Port Harcourt,656544,2/14/2024,10/7/2024 18:38,,4/9/1946,9115144010
C08932,Elizabeth,Barnes,elizabeth.barnes@iwantthis.com.ng,2347 Powell Falls Suite 632,Lagos,175578,10/24/2023,5/30/2024 5:11,Standard,1/1/1900,9036336020
C08933,Cheryl,Lopez,cheryl.lopez@aol.com,0956 Taylor Ferry Apt. 567,Lagos,987848,1/10/2025,1/15/2025 15:54,Bronze,1/1/1993,8048578948
C08934,Nicole,Reynolds,nreynolds@aol.com,"209 Harris Ramp Suite 947, Rivers",Port Harcourt,360963,12/1/2023,5/24/2024 2:47,Platinum,9/9/1958,8027106173
C08935,John,Small,jsmall@outlook.com,659 James Dale Suite 906,Lagos,990176,11/24/2024,,Bronze (old),,9054186334
C08936,Michelle,Farrell,michelle.farrell@mail.com,06633 Michael Crossroad,Port Harcourt,789100,5/22/2024,11/27/2024 4:25,Bronze,6/23/1948,9044149305
C08937,George,Wilson,wilson.g@aol.com,"6435 Rivera Overpass, Rivers",Port Harcourt,748577,10/26/2024,3/29/2025 0:18,standard,2/7/1986,7169649842
C08938,Holly,Castro,holly_castro@gmail.com,8204 Lisa Mills Suite 163,Abuja,802332,9/18/2023,11/12/2024 6:30,New,9/12/1958,8269270990
C08939,Brian,Garcia,bgarcia@aol.com,"411 Black Greens Apt. 156, Rivers",Port Harcourt,529406,9/17/2023,2/21/2024 13:36,Silver,,8146970473
C08940,Shane,Bush,shane_bush@yahoo.com,"33032 Valencia Neck Apt. 543, Rivers",Port Harcourt,817167,2/5/2024,3/25/2025 3:52,Bronze,1/1/1900,9125723389
C08941,Paul,Haney,phaney@hotmail.com,446 Hannah Drive,Port Harcourt,107251,11/18/2024,4/30/2025 12:06,standard,10/4/1939,001-393-258-0356x1621
C08942,Joanna,Jackson,joanna.jackson@yahoo.com,881 Krystal Forges Apt. 373,Port Harcourt,864952,5/1/2024,7/11/2024 19:16,Silver,2/16/1963,
C08943,Richard,King,richard_king@yahoo.com,9509 Campbell Ramp Apt. 656 ,Jos,106115,4/15/2025,5/4/2025 1:17,Silver,7/21/1978,9188900028
C08944,Desiree,Harrison,,619 Ellen Vista,Kano,963518,11/3/2023,9/15/2024 4:45,Silver,5/12/1960,
C08945,John,Hunter,jhunter@mail.com,191 Hubbard Pines Apt. 395 ,Port Harcourt,787589,8/24/2024,4/23/2025 13:54,New,3/30/1970,9064010886
C08946,Louis,Castro,louis.castro@gmail.com,381 Anderson Walks,Calabar,897256,7/3/2024,5/8/2025 11:16,standard,1/1/1900,9191752847
C08947,Erica,Martinez,erica_martinez@gmail.com,"636 Smith Roads, Rivers",Port Harcourt,737600,12/30/2024,1/24/2025 22:09,Gold,8/27/1987,8261118471
C08948,Donald,Chapman,donald.chapman@workmail.com,"759 Natalie Vista Suite 311, Lagos",Lagos,,12/27/2023,9/1/2024 10:29,Bronze,7/18/1984,8018877366
C08949,Dennis,Best,dennis.best@workmail.com,230 Heather Plains Suite 849,Lagos,271817,8/17/2024,8/19/2024 5:03,VIP,1/20/1999,8066090663
C08950,Denise,Lopez,dlopez@yahoo.com,495 Danielle Meadows Apt. 116,Warri,254665,1/23/2025,2/23/2025 1:48,Silver,10/23/1953,8130323624
C08951,Kaitlyn,Mccarty,kmccarty@mail.com,"673 Ward Points, Lagos",Lagos,948893,4/25/2024,4/19/2025 4:55,Platinum,11/12/1938,8123961400
C08952,Colleen,Mitchell,colleen.mitchell@hotmail.com,71078 Jasmine Rest Apt. 003,Abuja,104215,4/6/2024,8/26/2024 23:44,Platinum,,+1-603-688-1469x185
C08953,Joshua,Montoya,jmontoya@hotmail.com,"8442 Yu Parkways, Rivers",Port Harcourt,327933,9/18/2023,4/24/2025 13:34,PLATINUM,11/23/1954,7003012159
C08954,David,Jenkins,davidjenkins@mail.com,"3295 Rios Trail, Rivers",Port Harcourt,923964,2/2/2024,3/6/2024 19:34,Bronze,12/4/1974,9184353406
C08955,Lisa,Dunn,ldunn@mail.com,"9257 Jenkins Crescent Apt. 042, Oyo",Ibadan,974697,2/16/2024,11/21/2024 8:36, Bronze,,8111866090
C08956,Amanda,Morton,amanda.morton@mail.com,744 Perez Cliff,Lagos,617515,10/27/2024,12/17/2024 12:36,Gold,6/8/1992,7038303911
C08957,Robert,Flynn,rflynn@yahoo.com,"2486 Hall Stravenue, Rivers",Port Harcourt,618683,6/23/2024,9/9/2024 15:06,,2/11/1986,8035498145
C08958,Michael,Foster,michael.foster@hotmail.com,5417 Bailey Coves Apt. 033,Port Harcourt,742469,4/11/2024,9/17/2024 22:46,VIP,6/21/1997,9144346168
C08959,Leslie,Howe,leslie.howe@outlook.com,2528 Salazar Drives,Port Harcourt,619302,1/13/2025,2/10/2025 20:08,Standard,1/1/1900,8062037533
C08960,Diana,Duarte,diana.duarte@mail.ng,"78869 Juarez Fork, Rivers",Port Harcourt,253031,1/22/2025,1/30/2025 1:23,Silver,9/10/1943,8258660797
C08961,Chase,Aguilar,caguilar@aol.com,"24850 Mary Crossing, Rivers",Port Harcourt,496814,3/20/2025,,VIP,4/8/1985,8137892242
C08962,Lauren,Watson,lwatson@gmail.com,219 Ferguson Circle Apt. 583,Port Harcourt,919147,2/29/2024,6/17/2024 1:36,New,,9157623040
C08963,Kurt,Dawson,kurt.dawson@hotmail.com,477 Fisher Path,Port Harcourt,966976,5/29/2024,7/22/2024 13:34,New,5/23/1989,7164850994
C08964,Stephen,Lewis,stephen.lewis@yahoo.com,"754 Potter Bypass Suite 320, Rivers",Port Harcourt,207086,11/13/2024,4/18/2025 17:10,VIP,12/16/1981,7017005694
C08965,Jose,Wong,jose.wong@yahoo.com,83789 Lisa Springs Apt. 706,Benin City,587508,7/11/2024,7/14/2024 18:11,Bronze,8/27/1977,9158829469
C08966,Jacqueline,Matthews,jacquelinematthews@beta.ng,71585 Kayla Brooks Suite 244,Abuja,101496,4/10/2024,12/10/2024 11:13,standard,,7148194992
C08967,Eric,Mendoza,eric_mendoza@outlook.com,206 Miller Fall,Abuja,408331,4/10/2024,6/15/2024 21:21,Platinum,10/15/1977,7182223855
C08968,Rebecca,Shelton,rebeccashelton@mail.com,352 Kathleen Squares Apt. 894,Enugu,936153,9/18/2024,11/14/2024 8:09,New,4/22/1964,9049580432
C08969,Danielle,Harmon,harmon.d@mail.com,"34452 Franco Crossroad Suite 717, Rivers",Port Harcourt,228185,9/5/2023,8/12/2024 18:02,Silver,7/8/1972,7114057308
C08970,Rose,Moore,rose.moore@mail.ng,758 Lori Path Suite 359,Warri,106827,6/16/2024,10/20/2024 14:45,standard,12/8/2000,9096372343
C08971,Patricia,Freeman,patricia.freeman@aol.com,"297 Suzanne Views, FCT",Abuja,307031,4/23/2025,5/19/2025 9:26,Gold,12/8/2002,9048873058
C08972,Kenneth,Huerta,kenneth.huerta@hotmail.com,523 Roberts Estates Apt. 119,Lagos,719676,1/20/2024,3/12/2024 6:00,Bronze,6/18/1968,7014981208
C08973,Marcus,Miller,marcusmiller@mail.com,"626 Walters Cove, Rivers",Port Harcourt,,12/25/2024,4/5/2025 2:44,standard,1/1/1900,8079354870
C08974,Peter,Mcknight,peter_mcknight@yahoo.com,5667 Bradley Street Suite 170,Port Harcourt,229496,1/28/2024,12/6/2024 6:43,Standard,6/18/1960,7171319141
C08975,David,Odonnell,david_odonnell@engineer.com,897 Brittany Corner Apt. 826,Lagos,817483,1/31/2025,,,11/30/1943,9096789298
C08976,Emily,Robinson,robinson.e@hotmail.com,8753 Erin Inlet Apt. 549,Port Harcourt,640969,8/4/2024,2/13/2025 2:35,standard,5/7/1958,8153726820
C08977,Jessica,Taylor,jessicataylor@yahoo.com,273 Jennifer Place Apt. 124,Owerri,500825,4/17/2024,6/16/2024 10:58,VIP ,1/16/1995,7192070711
C08978,Elizabeth,Horn,elizabeth.horn@mail.com,551 Richard Glens Suite 887,Abuja,746455,9/28/2023,11/15/2023 2:14,standard,6/6/1979,7147713523
C08979,Patrick,Kim,patrick.kim@hotmail.com,803 Jason Forges,Lagos,409393,4/25/2025,4/30/2025 14:48,Standard,7/14/1952,7121840546
C08980,Brianna,Ortiz,briannaortiz@yahoo.com,3591 Nicholas Ranch,Port Harcourt,886827,12/31/2024,1/7/2025 0:42,Gold,9/12/1996,
C08981,David,Roberts,david.roberts915@yahoo.com,4423 Allen Wall Suite 612,Owerri,257339,8/3/2024,1/1/2025 5:52,Standard,7/31/1953,8293641038
C08982,Gina,Flores,gflores@mail.ng,"4918 Stephanie Fall Suite 516, Rivers",Port Harcourt,953168,2/18/2025,3/16/2025 15:31,Gold,9/13/1961,8093436615
C08983,Brenda,Johnson,johnson.b@aol.com,"506 Christy Islands Apt. 197, Lagos",Lagos,934630,1/5/2024,,New,,9057036477
C08984,Heidi,Williams,heidi.williams@outlook.com,664 Ricky Stream Suite 290,Enugu,348749,8/17/2024,2/19/2025 13:52,,3/6/1946,8036470105
C08985,Andrew,Woods,andrew.woods@gmail.com,15680 Patel Row,Lagos,313172,11/2/2024,11/8/2024 13:07,Bronze (old),11/23/1976,9118018964
C08986,William,Robles,,82355 Macdonald Mountains,Port Harcourt,346281,9/3/2024,2/11/2025 23:22,Platinum,1/17/1940,9077411232
C08987,Joseph,Jones,josephjones@outlook.com,22522 Brenda Corner Suite 842,Port Harcourt,619440,12/28/2023,1/13/2024 14:17,SILVER,6/8/1985,9071872548
C08988,Alex,Preston,apreston@yahoo.com,3900 Amanda Road Apt. 388,Kano,123676,5/14/2024,4/20/2025 5:21,standard,10/15/1989,9025516729
C08989,Daniel,Vasquez,daniel.vasquez@gmail.com,27109 Smith Bridge Apt. 683,Port Harcourt,398322,1/4/2024,3/5/2024 19:30,,1/17/1995,9023370178
C08990,Melvin,Ruiz,ruiz.m@yahoo.com,23026 Griffith Prairie Apt. 221,Port Harcourt,749175,5/12/2024,12/21/2024 19:33,Platinum,3/17/1996,8219597203
C08991,Daniel,Harper,danielharper@hotmail.com,2676 Austin Port,Abuja,107940,2/17/2024,2/14/2025 3:05,Bronze,1/30/1936,9144377116
C08992,Randall,Sanders,randall.sanders@mail.ng,29218 Tim Garden,Port Harcourt,595250,5/22/2025,,standard,6/16/1977,9064682642
C08993,Mitchell,Clark,mitchell.clark@mail.ng,257 Clay Lake,Lagos,289201,1/4/2024,,Silver,7/2/1996,246.477.1373
C08994,Daniel,Becker,dbecker@aol.com,"24985 Lauren Parkway, Lagos",Lagos,379398,3/16/2025,,New,8/21/1956,7022060119
C08995,Joel,Rose,joel_rose@outlook.com,"357 Hurley Islands, Rivers",Port Harcourt,248310,9/25/2023,,Platinum,5/5/1979,7090655929
C08996,Janice,Brown,janice.brown@aol.com,6326 Mccullough Burgs Suite 170,Port Harcourt,534608,4/11/2024,1/1/2025 23:39,,2/27/1952,7077707532
C08997,Logan,Rich,lrich@mail.ng,"078 Foster Ford Suite 605, Lagos",Lagos,709333,1/10/2025,5/21/2025 11:09, Standard ,6/13/1963,7083652474
C08998,Michael,Perez,michael.perez@gmail.com,1739 Daniel Mountains,Abuja,915435,2/14/2024,9/7/2024 17:03,New,4/18/1975,9062765123
C08999,Jeremy,Cooke,jeremy.cooke@mail.com,60669 Sarah Crest,Lagos,509899,12/14/2023,4/22/2024 16:11,Bronze_v2,1/1/1900,8184498543
C09000,Fred,Martinez,fred.martinez@aol.com,"7082 Alvarez Islands Apt. 062, Rivers",Port Harcourt,329483,2/24/2024,,Silver,9/11/1942,8246620383
C09001,Michael,Sullivan,michael_sullivan@mail.com,8366 Pena Inlet Suite 262,Port Harcourt,384753,1/11/2025,4/12/2025 1:03,Platinum,9/19/1963,8207563034
C09002,Paul,Young,pyoung@gmail.com,9741 Hicks Estates Apt. 530,Port Harcourt,263401,2/25/2024,4/2/2024 1:40,VIP,,7108178153
C09003,Michele,Thomas,michelethomas@aol.com,0113 Conley Prairie,Abuja,219185,10/17/2024,2/3/2025 9:14,,9/7/1999,9181207424
C09004,Darryl,Pineda,darrylpineda@hotmail.com,876 May Walk Suite 396,Uyo,650448,7/4/2024,1/11/2025 21:02,VIP,4/9/2005,9012563085
C09005,Joseph,Price,joseph_price@gmail.com,"12746 Knight Overpass, Rivers",Port Harcourt,766314,4/20/2024,11/1/2024 7:41,Platinum,1/17/1955,8008844781
C09006,Penny,Lopez,pennylopez@yahoo.com,"9337 Simmons Mountain Suite 987, Rivers",Port Harcourt,321802,3/25/2024,5/22/2025 8:57,Bronze,1/1/1900,7055992146
C09007,Daniel,Cruz,danielcruz@yahoo.com,2085 Kelsey Key,Lagos,138978,10/12/2024,4/25/2025 15:37,Bronze,11/15/1943,
C09008,David,Snyder,snyder.d@mail.com,"57320 Alexandria Greens, Lagos",Lagos,,3/24/2025,,standard,7/21/1941,9051660540
C09009,Jason,Perry,jason.perry@outlook.com,"116 Micheal Tunnel, Rivers",Port Harcourt,715261,1/2/2024,12/3/2024 17:01,standard,1/1/1900,7020973352
C09010,Bryan,Hernandez,bhernandez@mail.com,400 Davis Viaduct,Abuja,116007,12/12/2024,3/2/2025 8:06,,1/1/1900,8187418740
C09011,Hector,Stewart,hstewart@outlook.com,526 Ramsey Trail,Lagos,584828,11/12/2023,8/29/2024 5:03,Bronze,5/19/1949,-5411
C09012,Zachary,Williams,zachary.williams@mail.com,107 Green Plains,Port Harcourt,541455,6/27/2024,7/2/2024 3:19,Silver_v2,1/1/1900,8016255032
C09013,Brett,Parks,brett.parks@engineer.com,90430 Dennis Terrace,Enugu,306744,1/24/2024,7/17/2024 2:19,VIP,12/11/1982,8078422020
C09014,Daniel,Allen,daniel_allen@aol.com,767 Ronald Roads Apt. 835,Lagos,573983,4/3/2025,5/7/2025 23:26,Platinum,5/29/1942,8125861496
C09015,Marc,Proctor,marc_proctor@hotmail.com,349 Cooper Common,Lagos,471710,11/3/2023,,,11/23/1953,7187747511
C09016,Kelly,Miller,kelly.miller@aol.com,5730 Peter Via,Port Harcourt,713891,11/22/2024,5/8/2025 21:44,standard,,8030030490
C09017,Teresa,Thomas,teresathomas@yahoo.com,75787 Bennett Bridge,Port Harcourt,611461,3/7/2024,3/31/2024 1:25,standard,1/2/1941,607.839.0905
C09018,Sandra,Jefferson,sandra.jefferson@aol.com,991 White Vista Suite 648,Lagos,725733,4/16/2025,,Standard,1/1/1900,8181482330
C09019,Ryan,Wells,ryan.wells@engineer.com,5200 Kristopher Bypass,Calabar,785744,11/21/2023,1/22/2025 14:06,Bronze,1/1/1900,8227740168
C09020,Brandon,Morris,brandon.morris@outlook.com,0367 Sarah Fall Apt. 912,Lagos,204138,4/26/2024,12/30/2024 23:21,standard,8/25/1996,8095795018
C09021,Gary,Young,garyyoung@yahoo.com,"10014 Nicholas Falls Apt. 856, Rivers",Port Harcourt,817517,10/10/2023,6/11/2024 10:53,Platinum,1/5/1973,8138216740
C09022,Nicole,Diaz,nicole.diaz@mail.com,6818 Logan Alley Suite 318,Port Harcourt,559312,5/23/2024,6/28/2024 4:28,Bronze,5/18/1995,8292405243
C09023,Stephanie,Brown,stephanie_brown@hotmail.com,718 Joshua Avenue Apt. 020,Port Harcourt,629771,11/17/2024,11/21/2024 14:10,Standard,2/20/1966,816.476.2205x465
C09024,Matthew,Torres,matthewtorres@engineer.com,"0257 Daniels Mount Apt. 511, Oyo",Ibadan,549495,4/28/2025,5/5/2025 5:41,standard,1/21/2006,8097560926
C09025,Shari,Barber,sbarber@hotmail.com,666 Karen Points Apt. 172,Lagos,351628,7/22/2024,10/29/2024 9:13,,2/15/2005,7033603812
C09026,Tony,Trujillo,ttrujillo@gmail.com,08942 Kimberly Estate Suite 376,Port Harcourt,706536,3/19/2024,11/6/2024 8:35,,1/1/1900,9093746635
C09027,Sara,Lopez,slopez649@mail.com,21744 Hector Village,Port Harcourt,608301,8/18/2024,3/31/2025 1:35,Platinum,6/14/1937,7131651852
C09028,Christina,Shelton,cshelton@gmail.com,2126 Weaver Hills Suite 017,Port Harcourt,843269,6/19/2024,1/17/2025 11:19,standard,1/1/1900,9128985605
C09029,Roger,Perez,roger.perez@hotmail.com,10044 Julia Summit Suite 884,Port Harcourt,979709,12/12/2024,3/30/2025 19:09,Gold,12/14/2006,7032591563
C09030,Kristen,Barrett,kbarrett@yahoo.com,6482 Hinton Valley,Lagos,710248,10/8/2024,,Silver,1/1/1900,
C09031,John,Meyer,john.meyer@consultant.com,17088 Ronald Drive Suite 641,Lagos,572476,11/20/2024,12/1/2024 8:08,Bronze,,7128889683
C09032,Tonya,Woods,twoods@gmail.com,851 Bailey Gateway Suite 532,Port Harcourt,322370,12/30/2024,1/14/2025 4:26,,1/1/1900,9123890476
C09033,Terry,Watson,terry.watson@gmail.com,739 Amber Ford,Port Harcourt,657212,10/24/2023,9/6/2024 15:08,Platinum,9/24/1953,7167885808
C09034,Shannon,Brown,shannon.brown@gmail.com,"062 Trevor Views Apt. 385, Rivers",Port Harcourt,244816,5/16/2024,,New,1/1/1900,9079121706
C09035,Paula,Boyd,paula_boyd@aol.com,19123 Daugherty Hollow,Lagos,697446,4/17/2025,5/1/2025 5:57,VIP,11/13/2001,9107662041
C09036,Maria,Barnett,maria.barnett@iwantthis.com.ng,78511 Anderson Valleys Suite 031,Ibadan,346343,1/15/2025,3/30/2025 19:40,Silver,8/31/1970,8284981502
C09037,Kathryn,Garcia,garcia.k@workmail.com,335 Cuevas Mountains Suite 139,Abuja,629857,11/3/2024,11/4/2024 11:08,standard,7/12/1951,7071767349
C09038,Michael,Lowe,michael.lowe@gmail.com,"9789 Jenkins Meadows, Rivers",Port Harcourt,983508,9/6/2023,,Silver,7/10/2003,7183640379
C09039,David,Khan,david.khan@mail.com,599 Tonya Course,Lagos,716790,12/13/2023,8/31/2024 9:12,Gold,2/16/1954,8134536142
C09040,Audrey,Cuevas,audrey.cuevas@outlook.com,"5070 Justin Road Suite 752, Rivers",Port Harcourt,860220,10/4/2024,4/17/2025 23:52,Std.,5/26/1986,9181519249
C09041,Sue,Riley,riley.s@hotmail.com,"69670 Good Viaduct, Cross River",Calabar,439080,11/2/2024,,Gold,1/1/1900,7103361970
C09042,Holly,Guzman,holly.guzman@gmail.com,"69782 Heather Loop, Rivers",Port Harcourt,772703,3/14/2025,4/15/2025 8:40,Silver_v2,1/1/1900,7132892089
C09043,Tony,Williams,tony.williams@consultant.com,8599 Jennifer Underpass Apt. 027,Lagos,617001,4/20/2025,4/27/2025 8:27,standard,1/2/1992,
C09044,Kyle,Robinson,kyle.robinson@outlook.com,"51800 Danielle Locks, Rivers",Port Harcourt,622463,12/16/2023,12/22/2024 0:24,Gold,10/21/2004,8277527292
C09045,Paul,Clark,paul.clark@outlook.com,"67836 Nicholson Dam, Rivers",Port Harcourt,205668,3/7/2025,,New,5/29/2002,9163063778
C09046,Megan,Rich,megan.rich@yahoo.com,6429 Hawkins Bypass,Kano,590258,10/18/2023,,Platinum,,8174328841
C09047,Luis,Cooper,luis.cooper@yahoo.com,"54114 Cindy Gateway Suite 297, Rivers",Port Harcourt,603163,10/16/2023,1/15/2025 11:23,Platinum,1/1/1900,7066043690
C09048,James,Yu,james.yu@gmail.com,"53414 Michael Crescent, Rivers",Port Harcourt,570558,12/9/2023,8/4/2024 18:02,Silver,2/18/1942,8196703419
C09049,Jeremy,Drake,jeremy.drake@yahoo.com,"23412 Tom Canyon Suite 346, Rivers",Port Harcourt,,8/27/2024,1/7/2025 6:36,Bronze,7/10/1940,7116244169
C09050,Megan,Beck,megan.beck@workmail.com,686 Shaw Lake,Port Harcourt,775325,11/23/2023,12/11/2024 3:25,VIP,12/22/1942,
C09051,David,Barron,dbarron@hotmail.com,07594 Wood Ferry Suite 093,Lagos,338293,12/3/2024,2/15/2025 7:49,Bronze,10/2/1962,8279895472
C09052,Michael,Johnson,michael_johnson@aol.com,"62454 Matthew Center Suite 784, Imo",Owerri,303411,1/23/2025,,Standard,9/6/1957,9142027684
C09053,Johnny,Walsh,johnny.walsh@aol.com,90309 Sandra Island Suite 517,Port Harcourt,303970,1/16/2024,3/4/2024 12:08,,12/18/1955,9043466623
C09054,Jason,Davis,,"683 Benson River, Kaduna",Kaduna,668832,6/24/2024,,,4/24/1954,9193673325
C09055,Charles,Smith,charles.smith@yahoo.com,"3310 Kyle Villages Apt. 610, Rivers",Port Harcourt,528098,9/30/2024,3/31/2025 7:49,Standard,12/14/2006,289.909.1571x69315
C09056,Tiffany,Smith,tiffany.smith@outlook.com,434 Watson Village,Warri,465972,10/24/2023,7/9/2024 4:28,Platinum,12/4/1956,
C09057,Lisa,Bryant,lisa.bryant@hotmail.com,3770 Sharon Shoal Suite 053,Lagos,953415,11/10/2024,4/5/2025 10:55,VIP,6/18/1989,8257556132
C09058,Deborah,Lin,deborah.lin@hotmail.com,8047 Christopher Drive,Port Harcourt,423024,12/20/2024,3/10/2025 8:14,standard,4/25/1944,7185702733
C09059,Ronald,Frazier,rfrazier@beta.ng,24279 Kelley Passage,Lagos,667286,6/10/2024,7/7/2024 17:19,,12/4/1958,8057528252
C09060,Seth,Pierce,,35680 Simmons Ferry Suite 550,Owerri,509459,5/8/2024,,Standard,,7192928529
C09061,Carolyn,Lutz,clutz@mail.com,171 Richard Mission,Calabar,588693,5/19/2024,11/18/2024 3:26,New,6/17/2006,8212568578
C09062,Billy,Hughes,billy.hughes@gmail.com,6265 Wheeler Inlet,Port Harcourt,275929,8/22/2024,1/17/2025 4:57,standard,1/1/1900,8007696271
